,제품명,카테고리,내용,별점,가격,감성점수
14,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,만족도,정말 부드럽고 ㅎㅎㅎ 폭신하고 기분좋아요~ 따뜻하게 겨울 잘 보낼거 같아요,5,"39,900",1.0
15,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,만족도,보들보들하고 좋아요. 올 겨울 따뜻하게 지내면 좋겠어요,5,"39,900",1.0
16,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,만족도,털도보들보들 털빠짐도없고 폭신너무좋아요,4,"39,900",1.0
17,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,만족도,너무 마음에 들어요 :),5,"39,900",0.5
18,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,디자인,꽃무늬 튀지않고 깔끔하게 이뻐요. 퍼부분은 정말정말 부드러워서 자꾸 만지게돼요. 아기도 만지게 해주니까 이불안덮는 아긴데  자기가 부비면서 웃고 좋아하네요ㅎㅎ 그리고 겨울이불이라고 무겁지도 않고요. 어른사이즈도 있으면 저도 하나 갖고 싶어요,5,"39,900",1.0
19,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,디자인,너무귀엽고이뿌네요~,5,"39,900",1.0
20,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,사이즈,꽃무늬 튀지않고 깔끔하게 이뻐요. 퍼부분은 정말정말 부드러워서 자꾸 만지게돼요. 아기도 만지게 해주니까 이불안덮는 아긴데  자기가 부비면서 웃고 좋아하네요ㅎㅎ 그리고 겨울이불이라고 무겁지도 않고요.  싶어요,5,"39,900",1.0
21,비비엔다 순수 다우니퍼 신생아 아기 겨울 블랭킷 이불,재질,오! 크기도 제가 찾던 크기에요! ㅎㅎ 자수모양도 이쁘고 무엇보다 양면이 다른 기능을 하는게 좋아요 타사는 자수 뒷편이 꺼끌한데 이거는 그것도 없고 무게감도 적당히 있어서 아이가 마구 퍼댕기지 않을꺼 같아서 더 좋아요~ 울샴푸로 망에넣고 단독세탁후 건조기로 타월 모드로 해서 돌렸는데 짱짱합니다. 저 겉부분이 좀 더 면 소재일줄알았는데 잘 구김이없고 시원한(?) 통풍소재예요! 자세한사진 보시고 구매하셔야할꺼같아요 ㅎㅎ 어쨌든 전체적으로 마음에 듭니다!,5,"39,900",0.8333333333333334
22,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,"여름에 아이싱매트를 써보고 정말 만족했기 때문에 겨울 침구도 무조건 비비엔다 침구로 바꿔주고 싶었어요 최근에 아기 침대도 슈퍼싱글 사이즈로 바꿨는데 때마침 비비엔다에서 슈퍼싱글 사이즈 이불세트가 출시돼서 바로 구매했어요 :) 사실 아기가 아직 이불을 얌전히 덮고자는 나이가 아니어서(2세, 21개월) 굳이 차렵이불이 필요할까 싶었는데 디자인도 소재도 정말 좋아서 구매를 안할 수가 없었어요!   제가 비비엔다 모달 침구세트에 가장 만족스러웠던 점은 세가지예요  1. 소재 시중에 모달소재의 이불은 많이 판매하고 있지만 비비엔다 제품은 렌징사 정품의 텐셀 모달을 사용한다는 점에서 믿음이 갔어요  세탁 후 제가 먼저 덮어봤는데 몸을 착 감싸주는 포근함과 따뜻함에 ",5,"69,000",1.0
23,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,겨울이 오면서 아기 이불 새로 맞추어주려고  비비엔다 이불이 맘에 들어서 찾아보는데 슈퍼싱글 사이즈가 없어서 아쉬워 할 때 기준으로.. 일주일만 기다리면 라이브방송 슈퍼싱글사이즈 출시 라이브방송 진행한다는 안내를 보고 알람맞춰 기다렸다가 주문했어요!!  주문제작이라 언제 도착하는지 드린 문의에도 넘 친절하게 안내해주셔서 기분좋았고요   물건은 포장을 뜯어보니 모달 재질에다 누빔처리 깔끔하게 되어있고 무엇보다 너무 이쁘고 부드러워서 물건 받자마자 ,5,"69,000",0.5
24,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,모달이불 배송진짜 오래걸렷네요 부드럽고 포근하네요  아이한텐 아직 크네요 ㅋㅋ 그래도 느낌은 좋은지 좋아하네요 가격대비만족합니다,4,"69,000",0.4
25,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,블루밍 시리즈가 너~~~무 이뻐서 출시되기만을 기다리다가 첫라이브때 구매했어용!! 세상에마상에 실물이 더더더 이쁜거 있죠?? 폭닥폭닥하니 따뜻하지 부들부들하니 촉감좋지~ 아주 대만족😄 근데..다만..아직 아기에 비해 이불이 넘커서  당분간은 아기는 블루밍 블랭킷으로 덮어주구 제가 써야겠어요^.^,5,"69,000",1.0
26,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,어른이 사용할려고 샀어요~ 딱 찾던 보드랍고 소리 안나는 이불이예요! 따뜻해서 더 좋아요,5,"69,000",1.0
27,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,색감이 너무 예뻐요 여자아이방에 룰루래빗은 굳초이스예요 매트랑 이불이랑 같이 샀더니 침대랑도 분홍으로 세트가 되었어요,5,"69,000",1.0
28,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,아직 아기가 쪼꼬미라서 ㅎㅎ 차렵이불 덮기에 조금 애매하지만 셋트로 같이 구매하고 싶어서 샀는데 아주 맘에 들어요! 가볍구 포슬포슬해요,5,"69,000",1.0
29,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,신생아때부터 지금까지 비비엔다만 쓰고 있어요 가격.디자인.퀄리티 까지 어느하나 빠지는게 없어요💛💛💛추천해요💛💛💛,5,"69,000",1.0
30,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,촉감 좋고.. 부드럽고 .. 포근해요. 디자인도 예뻐요.,5,"69,000",1.0
31,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,배송은 좀 걸렸지만 제품은 마음에 들어요,5,"69,000",1.0
32,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,보들보들하고 두툼해서 사계절 덮을 수 있을 것 같아요! 소재가 정말 좋네요~~,5,"69,000",1.0
33,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,배송이 늦는건 괜찮은데 대응이 늦는건 별로입니다~  아기 애착이불로 너무좋아해서 또 주문했어요,4,"69,000",0.5
34,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),만족도,아이가 너무 좋아해요~,5,"69,000",1.0
35,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),사이즈,"여름에 아이싱매트를 써보고 정말 만족했기 때문에 겨울 침구도 무조건 비비엔다 침구로 바꿔주고 싶었어요 최근에 아기 침대도 슈퍼싱글 사이즈로 바꿨는데 때마침 비비엔다에서 슈퍼싱글 사이즈 이불세트가 출시돼서 바로 구매했어요 :) 사실 아기가 아직 이불을 얌전히 덮고자는 나이가 아니어서(2세, 21개월) 굳이 차렵이불이 필요할까 싶었는데 디자인도 소재도 정말 좋아서 구매를 안할 수가 없었어요!   제가 비비엔다 모달 침구세트에 가장 만족스러웠던 점은 세가지예요  1. 소재 시중에 모달소재의 이불은 많이 판매하고 있지만 비비엔다 제품은 렌징사 정품의 텐셀 모달을 사용한다는 점에서 믿음이 갔어요  세탁 후 제가 먼저 덮어봤는데 몸을 착 감싸주는 포근함과 따뜻함에 엄마가 더 반해버렸답니다   2. 디자인 다양한 디자인이 있어 선택의 폭이 넓다는 점이 마음에 들었어요  은은한 색감과 사랑스러운 캐릭터를 보자마자 반해버렸답니다  3.  먼지 No, 소리 No 아기가 잘 때 많이 뒤척이기 때문에 소리없고 먼지가 잘 생기지 않는 제품을 구매하는게 중요했어요 만약 이 점을 고려하신다면 무조건 비비엔다 차렵이불 구매하세요! 정말 추천해요!! 세탁 후에 자연건조 후 창문에 털었을 때 먼지가 안나와서 정말 놀랐어요!  시중에 나와있는 타사 제품들 먼지 날림이 없다고 해도 세탁 후에 먼지를 털면 먼지 날림이 꽤 있었거든요 그런데 비비엔다 차렵이불은 정말로 먼지날림이 하나도 없어요~~!     직접 써보고 후기를 남기고 싶어서 제품 받은지 일주일 정도 지난 시점에서 리뷰 남깁니다 거짓말이 아니고 아기 기상시간이 1시간 정도 늘었어요! 아기 침구 구매하면서 저와 비슷한 고민을 하고 계신 분들 완전 강력 추천해요 :)",5,"69,000",0.8571428571428571
36,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),사이즈,"겨울이 오면서 아기 이불 새로 맞추어주려고  비비엔다 이불이 맘에 들어서 찾아보는데 슈퍼싱글 사이즈가 없어서 아쉬워 할 때 기준으로.. 일주일만 기다리면 라이브방송 슈퍼싱글사이즈 출시 라이브방송 진행한다는 안내를 보고 알람맞춰 기다렸다가 주문했어요!!  주문제작이라 언제 도착하는지 드린 문의에도 넘 친절하게 안내해주셔서 기분좋았고요   물건은 포장을 뜯어보니 모달 재질에다 누빔처리 깔끔하게 되어있고 무엇보다 너무 이쁘고 부드러워서 물건 받자마자 기분이 넘 좋더라구요!  빨래 바로 하고 아기침대에 깔아줬는데 아기가 너무 좋아하고 저도 같이들어가면 나오기가 싫어요 ㅋㅋ   재질이 먼지 잘 안붙고, 침흘리는거 금방 말라서 참 좋아요. 그리고 처음 살 닿을땐 시원한가? 싶은데 금방 온기가 스며들어 따듯해져서 이불까지 덮어주면 이불속은 아주 따따시해지고 아기가 포근해합니다.   매트는 슈퍼싱글매트리스에 아주아주 딱 맞는 크기라서 수축을 감안하면 조금만 더 여유있었면 좋았겠다 싶은 아쉬움이 있기는 한데 재질이 워낙 좋고 미끄럼방지도 잘되어있어 아쉬움을 상쇄시키네요  그리고 이불은 솜도 딱 적당하게 빵빵한데 그렇다고 무겁지도 않고, 너무 흐물거리지도 않지만 또 부드럽고 포근해서그런지 아기가 침대에 누워서 뒹굴거리는것도 좋아하고 잠도 잘 드는것 같아요.   모달패드,모달이불,모달베개커버에 아이싱베개와 바디필로우까지 주문했는데 정말 모든 상품이 바느질 꼼꼼하고 원단 부드럽고 좋은 물건들이네요.  베개커버는 원래 쓰던 아기 짱구베개랑 사이즈가 얼추 맞는거같아 커버만 주문했는데 딱 좋아요.  디자인도 이쁘니 아기방이 훨씬 귀여워져서 대만족 침구주문이에요 ^^",5,"69,000",0.9090909090909091
37,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),사이즈,비비엔다 이불 왠만한거 다 사용중인데 아이가 4세가 되면서  싱글 사이즈로  사니 함께 덮을 수도 있고 좋네요. 너무 부드럽고 가벼운데  따뜻해서 아이와 전 구름이불이라고 불러요. 아이와 덮으면서 퀸사이즈도 만들어주시면 좋겠다는 생각을 많이 했어요. 추천해요. 아이가  참 좋아합니다.,5,"69,000",1.0
38,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),디자인,"여름에 아이싱매트를 써보고 정말 만족했기 때문에 겨울 침구도 무조건 비비엔다 침구로 바꿔주고 싶었어요 최근에 아기 침대도 슈퍼싱글 사이즈로 바꿨는데 때마침 비비엔다에서 슈퍼싱글 사이즈 이불세트가 출시돼서 바로 구매했어요 :) 사실 아기가 아직 이불을 얌전히 덮고자는 나이가 아니어서(2세, 21개월) 굳이 차렵이불이 필요할까 싶었는데 디자인도 소재도 정말 좋아서 구매를 안할 수가 없었어요!   제가 비비엔다 모달 침구세트에 가장 만족스러웠던 점은 세가지예요  1. 소재 시중에 모달소재의 이불은 많이 판매하고 있지만 비비엔다 제품은 렌징사 정품의 텐셀 모달을 사용한다는 점에서 믿음이 갔어요  세탁 후 제가 먼저 덮어봤는데 몸을 착 감싸주는 포근함과 따뜻함에 엄마가 더 반해버렸답니다   2. 디자인 다양한 디자인이 있어 선택의 폭이 넓다는 점이 마음에 들었어요  은은한 색감과 사랑스러운 캐릭터를 보자마자 반해버렸답니다  3.  먼지 No, 소리 No 아기가 잘 때 많이 뒤척이기 때문에 소리없고 먼지가 잘 생기지 않는 제품을 구매하는게 중요했어요 만약 이 점을 고려하신다면 무조건 비비엔다 차렵이불 구매하세요! 정말 추천해요!! 세탁 후에 자연건조 후 창문에 털었을 때 먼지가 안나와서 정말 놀랐어요!  시중에 나와있는 타사 제품들 먼지 날림이 없다고 해도 세탁 후에 먼지를 털면 먼지 날림이 꽤 있었거든요 그런데 비비엔다 차렵이불은 정말로 먼지날림이 하나도 없어요~~!     직접 써보고 후기를 남기고 싶어서 제품 받은지 일주일 정도 지난 시점에서 리뷰 남깁니다 거짓말이 아니고 아기 기상시간이 1시간 정도 늘었어요! 아기 침구 구매하면서 저와 비슷한 고민을 하고 계신 분들 완전 강력 추천해요 :)",5,"69,000",0.8571428571428571
39,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),디자인,"겨울이 오면서 아기 이불 새로 맞추어주려고  비비엔다 이불이 맘에 들어서 찾아보는데 슈퍼싱글 사이즈가 없어서 아쉬워 할 때 기준으로.. 일주일만 기다리면 라이브방송 슈퍼싱글사이즈 출시 라이브방송 진행한다는 안내를 보고 알람맞춰 기다렸다가 주문했어요!!  주문제작이라 언제 도착하는지 드린 문의에도 넘 친절하게 안내해주셔서 기분좋았고요   물건은 포장을 뜯어보니 모달 재질에다 누빔처리 깔끔하게 되어있고 무엇보다 너무 이쁘고 부드러워서 물건 받자마자 기분이 넘 좋더라구요!  빨래 바로 하고 아기침대에 깔아줬는데 아기가 너무 좋아하고 저도 같이들어가면 나오기가 싫어요 ㅋㅋ   재질이 먼지 잘 안붙고, 침흘리는거 금방 말라서 참 좋아요. 그리고 처음 살 닿을땐 시원한가? 싶은데 금방 온기가 스며들어 따듯해져서 이불까지 덮어주면 이불속은 아주 따따시해지고 아기가 포근해합니다.   매트는 슈퍼싱글매트리스에 아주아주 딱 맞는 크기라서 수축을 감안하면 조금만 더 여유있었면 좋았겠다 싶은 아쉬움이 있기는 한데 재질이 워낙 좋고 미끄럼방지도 잘되어있어 아쉬움을 상쇄시키네요  그리고 이불은 솜도 딱 적당하게 빵빵한데 그렇다고 무겁지도 않고, 너무 흐물거리지도 않지만 또 부드럽고 포근해서그런지 아기가 침대에 누워서 뒹굴거리는것도 좋아하고 잠도 잘 드는것 같아요.   모달패드,모달이불,모달베개커버에 아이싱베개와 바디필로우까지 주문했는데 정말 모든 상품이 바느질 꼼꼼하고 원단 부드럽고 좋은 물건들이네요.  베개커버는 원래 쓰던 아기 짱구베개랑 사이즈가 얼추 맞는거같아 커버만 주문했는데 딱 좋아요. 아기방이 훨씬 귀여워져서 대만족 침구주문이에요 ^^",5,"69,000",0.9090909090909091
40,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),디자인,블루밍 시리즈가 너~~~무 이뻐서 출시되기만을 기다리다가 첫라이브때 구매했어용!! 세상에마상에 실물이 더더더 이쁜거 있죠?? 폭닥폭닥하니 따뜻하지 부들부들하니 촉감좋지~ 아주 대만족😄 근데..다만..아직 아기에 비해 이불이 넘커서  당분간은 아기는 블루밍 블랭킷으로 덮어주구 제가 써야겠어요^.^,5,"69,000",1.0
41,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),디자인,두께감있고 푹신푹신하나 촉감은 모달같진않아요ㅎ,4,"69,000",1.0
42,비비엔다 모달 유아 키즈 차렵이불 (슈퍼싱글 사이즈),디자인,촉감 좋고.. 부드럽고 .. 포근해요. 디자인도 예뻐요.,5,"69,000",1.0
43,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,비비엔다 너무 좋아서 하나 더 구매했어요 ㅎㅎ 이번에 파란색 이불 했는데 산뜻하고 넘 이뻐요😍😘♥️💜💙💗,5,"23,900",1.0
44,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인도 실제가 더 이쁘고 만족해요 애기가 땀을 막 흘리네요 따뜻한지 ㅎㅎ,5,"23,900",1.0
45,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,쿨배트 구입후 너무 마음에 들어 비비엔다 제품 자주 이용합니다 ㅎㅎ 패드도 역시 너무 마음에들어요 ㅎㅎ 도톰해 폭신폭신 하고 아래 밀림방지 까지 있어서 너무 좋아요. 이불도 가볍고 가지고 다니며 쓰기 좋아요!,5,"23,900",1.0
46,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,딱 아주 맘에 들어요~ㅎㅎ 보일러 틀고 너무 두꺼운건 아이가 힘들어하는데 저는 딱 좋아요~,5,"23,900",1.0
47,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"간절기 이불 찾다가 가성비 있고 인기 많은 비비엔다 아기이불을 발견했어요. 이불 오자마자 뜯어서 봤는데 퀄리티, 제품상태 모든게 맘에 들어요. 나중에 또 필요하면 여기서 재구매할듯^^",5,"23,900",1.0
48,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,보들보들한 촉감ㅇㅣ좋아요,5,"23,900",1.0
49,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,유모차에 덮어줄 용도로 하나만 구매한게 너무 아쉽네요. 부들부들 한게 촉감도 너무 좋고 빨래도 금방 마르고 여기저기 가지고 다니기 좋아요!,5,"23,900",0.5
50,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,가볍고 예뻐요 이불이 바닥과위가 분리가아쉽네요,4,"23,900",1.0
51,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인이랑 소재 다 마음에 들어요,5,"23,900",1.0
52,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,음 예전과는 좀 달라졌어요 ㅎㅎ예전엔 윗천과보들보들한 천이 한몸이었다면 이번껀 비닐이 분리되는 형태네요??? 기존과 달라서 애착이불을 바꿔주어야 하는 떨리는 상황에서.. 아기가 다행히 보들거리는 면이 똑같다고 합격시켜 주어 깨끗한 애착이불로 바꿀 수 있었습니다. 보들거리는 면 말고 천 부분은 개인적으로 이전것보다 저렴한 느낌에 촉감도 별로지만 그래도 아기가 좋아해주니 전 계속 구매 예정이용,5,"23,900",0.75
53,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,귀엽고 부들부들해서 좋아요,5,"23,900",1.0
54,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,스카이덕 색감 너무 예뻐요!! 얇긴하지만 아기가 두꺼운 이불을 안덮어서 이게 더 좋아요!,5,"23,900",1.0
55,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인도 너무 이쁘고 딱 좋아요,5,"23,900",1.0
56,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,후기 다읽어보고 따뜻하고 부드러울꺼같아 주문했어요~ 집이 훈훈하니 얇지만 괜찮을듯해요 곰돌이모양도 너무예쁘네요~,5,"23,900",1.0
57,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,가벼우면서 따뜻하고 보들보들 사이즈도 너무좋아요~!!,5,"23,900",1.0
58,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,너무좋아요~~~~~,5,"23,900",0.0
59,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 가벼워서 괜찮은데 생각보다 별로네요 주름이 너무 잘 생겨요 ㅠㅠ 세일때 저렴하게 샀으니 그나마 괜찮은데 정가로 사면 진짜 짜증날거같아요! 포**브랜드 이 비슷한 이불있는데 거즈면에 자수로 돼 있어서 자수도 엄청 귀여운데 가격이 사악해서 여기서 산거에요… 역시 ㅜㅜ 싼가격에 쓰는거같아요…..,4,"23,900",0.25
60,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,귀엽고 극세사가 너무 두껍지 않아서 더 좋아요!,5,"23,900",1.0
61,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,"똑같은거 큰사이즈 사용하고 있는데 아기가 좋아해서 휴대용으로 작은사이즈 또 구매했어요~ 유모차,카시트에서 사용하기 딱 좋은 사이즈 같아용  곰돌이 넘 귀여워요ㅎㅎㅎ",5,"23,900",1.0
62,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,유모차에서나 잘때 간단하게 덮어줄 이불이 필요했는데 크기도 두께도 딱 원하던거여서 자주 사용하고 있어요,5,"23,900",1.0
63,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,블루밍 너무 이뻐요,5,"23,900",1.0
64,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,큰사이즈하길 잘한것같아요,5,"23,900",1.0
65,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 먼지도 안나서 좋아요,5,"23,900",1.0
66,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,언집낮잠용으로좋아요,5,"23,900",1.0
67,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,푹신푹신하니 좋습니다 ~~~ 실제로보니 디자인더이쁜것같아요,5,"23,900",1.0
68,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,만족해요.부들부들👍,5,"23,900",0.5
69,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,생각보다 많이 얇긴 하네요.. 그래도 카시트에서나  유모차 방풍커버 씌워서 넣어주기엔 괜찮고 크기도 좋아요,4,"23,900",1.0
70,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,너무 부드럽고 범퍼침대 색이랑도 잘어울려요 가을겨울 침구 비비엔다에서 다 했는데 맘에듭니다!,5,"23,900",1.0
71,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,딸래미도 마음에 드나봐요 세탁하고 깔아주니 얼굴 비비고 엄청 좋아하네요ㅎㅎ,5,"23,900",1.0
72,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,깔끔하고 보드라워서 좋아요,5,"23,900",1.0
73,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,너무 포근하니 좋아요~,5,"23,900",1.0
74,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,재질 부드럽고 좋아요. 크기도 생각보다 크고 아기가 좋아해요!,5,"23,900",1.0
75,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,디자인 귀엽고 촉감도 부드러워서 맘에 들어요,5,"23,900",1.0
76,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,두집살림중이라 웜옐로우랑 라마샀는데 둘다 넘 귀엽고 부드러워서 만족스러워요!,5,"23,900",1.0
77,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,부드럽고 패턴도 귀엽네요^^,5,"23,900",1.0
78,비비엔다 극세사 아기블랭킷 신생아 사계절 겨울이불,만족도,어제 받아서 세탁하고 어린이집 보냈어요. 크기도 마음에들고 부들부들 해서 좋아요. 너무 두껍거나 얇지 않아서 어린이집 쓰기 좋은거 같아요,5,"23,900",1.0
