,stt_time,stt_word
31,08:46,"그래서 요거를 보통은 집에서 아기 때 신세 갖다 쓰던 가지 손수건을 그냥 하면 조금 조금 그래도 이거는 조금 간지가 떨어져 맞아요. 
가지 손수건은 괜찮은데 조금 간지가 떨어지는데 요거는 간지 철철 넘쳐 예쁘게 그래서 요렇게 이중 거즈로 저희 비비엔다 프리미엄 이중 거즈로 해가지고 선염으로 이렇게 염색된 자연 염색된 요걸로 해가지고 보내드리면 이렇게 해가지고 요렇게 한번 싹 싸주니까 요것도 저희가 오늘 선착수 사은품 사계부한테 걸어왔다. 
스카프 아이보리 너무 예뻐요 저번에 받았어요. 
잘하셨어요. 네"
32,09:23,"모달 사계절 이불 세트 슈퍼 싱글은 아니죠. 
네 오늘은 슈퍼 싱글은 없고 유아형 사이즈 세트만 준비가 되어 있습니다. 
그래서 네 구매했어요. 감사합니다. 그리고 이벤트 설명해 드려야죠 이벤트 설명해 드려야 되는데 오늘 또 이벤트가 저희가 방송 중에 저희 마음대로 캡처를 하든 아니면 그냥 내 마음에 보기에 엄청 좋은 댓글이 올라온다. 
그러면 두 분 정도 커피 쿠폰을 써드릴 거고 이 커피 쿠폰은 구매를 하시든 안 하시던"
33,09:51,"하시든 안 하시든 드릴 테니까 네 하시든 안 하시던 드릴 테니까 여러분들 구매해 주시고 열심히 댓글 참여해 주시면 커피 쿠폰 드릴 거고요 그다음에 구매 인증 이벤트 또 있죠 네 오늘 구매하신 분들 중에서 한 분 추첨해 가지고 구매하신 금액 전액 100% 전액을 돌려 비비엔다 비비엔다는 그냥 이렇게 찌질하게 안 해요. 
이렇게 짠순이 같이 안 해요. 통 크게 만약에 여러분이 나는 오늘 블랙 키드 하나 차루 리블 하나 해갖고 10만 원 썼어 10만 원 다 내드릴 거예요."
34,10:23,제품은 그대로 배송해드리고 10만 원 다시 적립금 다시 넣어드리니까 그거 세이브 하셔가지고 다른 거 사실 때 쓰시면 돼요 그래서 상품도 저희가 이렇게 정해서 드리는 게 아니고 적립금 캐시로 넣어드리기 때문에 원하시는 거 그대로 또 쓰시라고 구매하신 금액의 100%를 내가 3만 원 샀으면 3만 원 30만 원 샀으면 30만 원 다 넣어드릴 테니까 오늘 구매 인증 열심히 남겨주시면 한 분 또 추첨을 하도록 하겠습니다.
35,10:51,"구매 인증 구매 인증 구매 후 환불 네 구매 후 환불이 아니고 구매한 금액을 환불은 아니고 적립금으로 다시 캐시백 다시 캐시백 그래서 오무목 님 구매 인증하면 된다 이렇게 하시면 돼요 이미 잘하고 계세요. 
그래서 오늘 지금 구매 하나 더 했어요. 
네 감사합니다. 그래서 이제 본격적으로 좀 설명 이제 이 이벤트는 다 됐죠 리틀 퍼피랑 브라우니 배우 중에 너무 고민돼요 디자인 좀 보여드리도록 하겠습니다. 
일단은 저희가 겨울이 되면"
36,11:22,우리 비비엔다 직원들은 이제 가을이 오나 이제 겨울이 오나를 어떻게 하냐면 갑자기 주문서에 이 다오 니퍼 블랙켓이 갑자기 막 또 그래서 우리끼리 뭐지 아직 안 추운데 가을이 오려나 있잖아 할머니들이 뼈가 쑤시면 비가 오려나 이것처럼 우리는 주문서를 보면서 겨울이 오려나 그래서 그게 이제 날씨가 추워질
37,11:47,준비를 하시는구나 하는 게 다운 니퍼 플렌키 네이버가 선정한 아기 국민 이불 아기 국민 블랙필 네이버가 아무나 주지 않고 구매한 개수 누적 판매량 후기 포인트 후기 만족도 그다음에 여러분들이 클릭하면 클릭한 후에 구매 전환율 다 취합해서 한 번에 1등한 하나한테만 주는 국민 이불
38,12:14,"고객님 국민 이불입니다. 다운 니퍼 블랭킷이에요. 
그래서 다운 니퍼 블랭킷은 그냥 이거는 촉감이 발다 있죠 우리 털 느낌 한번 보여줄게요 실물로도 이렇게 진짜 털 느낌 너무 좋아요. 
이거는 진짜 받아보시면 이 밍크 털 느낌에 너무 폭하고 반하는 느낌이고 오늘 왜 이렇게 접속자가 4천 명이 넘어가고 난리 났네"
39,12:38,"무슨 일 네 이거는 딱 어떤 느낌이라고 보시면 되냐면요. 
여러분 백화점 가시면 우리 또 이제 동물들을 생각해서 그냥 밍크털 이런 것 밍크 코트 이런 것도 비싸고 좋기는 하지만 요즘에는 또 동물들 생각해서 우리가 에코퍼 많이 쓰잖아요. 
그래서 에코 퍼로 만든 링크 느낌의 털이라고 봐주시면 될 것 같고 시중에서 보셨던 얇디 얇은 극세화 요런 느낌 아니고요. 
털이"
40,13:06,풍성하게 있는 밍크라고도 보시면 돼요 진짜 이 털 느낌을 이 영상으로 아마 좀 느낌을 봐주시면 좋을 것 같고 근데 여기서 이제 고민되는 게 그러면 애기가 쓰는 건데 우리 애는 조금 아토피도 있는데 우리 애는 조금
41,13:23,"코가 막히는데 비염이 있는데 펄 퍼지면 안 되잖아 하시는 분들을 위해서 저희가 특별히 이제 유아용으로 저희가 공장이랑 여러 가지 테스트를 통해서 가장 털이 안 빠지는 최적화를 해놨기 때문에 검정색 옷으로 이렇게 막 문대봐도 털 하나 빠지지 않을 거예요. 
살 하나 빠지지 않을 거고 우리가 오죽하면은 일부러 뽑아보기까지 했겠어요. 
일부러 뽑아보기까지 했으니까"
42,13:46,"근데 이렇게 뽑지는 마시고 여러분 뽑지는 마시는데 뽑아도 안 뽑히는 정도다 그래서 요런 느낌의 다우니퍼 블랙핏이라고 봐주시면 될 것 같고 지금 디자인을 고민을 너무 하시니까 빨리 디자인을 보여드려야 될 것 같아요. 
일단은 지금 아까 뭐랑 뭐랑 고민 중이라고 하셨지 브라우니 베어랑 리틀 퍼피 지금 저희가 올해 신상이 나온 게"
43,14:13,"이게 이제 이 브라우니 베어가 우리 단연 작년부터 지금 품절 대란 이거 맨날 품절돼가지고 여러분들이 이거 언제 다시 살 수 있어요 하는 브라운이 배어 그래서 비비엔다의 브라우니 베어 시그니처가 됐죠. 
그래서 요 곰돌이 모양을 좋아하시는 분들은 요걸로 하시면 됩니다. 
그래서 곰돌이는 요런 느낌 브라우니가 약간 쿠키처럼 브라우니 브라우니하게 우리가 좀 구워놨어요. 
그래가지고 굉장히"
44,14:40,어 굉장히 브라우니 같은 촉촉해 보이는 그런 브라운색의 뒷면은 다우니 퍼로 이렇게 만들어 놨으니까 요 면은 모달 저는 사실 모달 다우니퍼 블랙킷의 장점은 모달이 정정기나 먼지가 좀 없는 소재잖아요.
45,14:59,"근데 다우니퍼는 털이기 때문에 좀 정정기가 있어요. 
우리가 털 제품들은 어쩔 수 없이 소재의 특성상 조금 정정기가 있는데 앞에 앞면이 모다리다 보니까 정정기를 한번 쫙 잡아주는 그런 느낌이 있고 그다음에 이제 올해 신상 중에 가장 인기가 좋은 디자인은 리틀 퍼피 요거 조금 줌해서 보여줘요. 
구매했어요. 디자인 누가 뽑은 거예요. 
그러니까요. 누가 뽑았어 진짜 너무 잘 뽑았어요."
46,15:27,"네 그래서 리텔 퍼피는 정말 베이지 3개 은은하게 이게 지금 햇빛을 잘 받아가지고 요 강아지들이 조금 더 세게 나오는데 실제로 보면 훨씬 은은해요. 
네 훨씬 은은해요. 그래서 리틀 퍼피는 요런 디자인이다. 
그래서 우리 애기들 방을 좀 아기자기하게 좀 잔잔바리로 잔잔하게 이쁘게 꾸미는 거 좋아하시는 분들은 요 느낌 그다음에 곰돌이 포기 못해 하시는 분은 요 느낌 또 있니"
47,15:57,"크기 보여주세요라고 했기 때문에 우리가 크기를 좀 보여드리도록 하겠습니다. 
우리가 다우니퍼 블랙킷은 사이즈가 미디움이랑 라지가 있어요. 
그래서 리디움은 지금 제가 우리 대한민국 약간 뭐라고 해야 되지 평균 정도 키라고 봐주시 될 것 같아요. 
미디움 163인데 요 정도 느낌이라고 봐주시면 되고 요거는 수정 님 아니 저 뭐야 수정 님이랑"
48,16:23,"코카 언니 키 몇이에요. 저 160 160 160 언니가 이렇게 했을 때 바닥부터 얼굴 빼고 다 보입니다. 
지금 바닥부터 했거든요. 얼굴 빼고 다 보입니다. 
왜냐하면 요게 사이즈가 지금 다운 니퍼 블랭키 라즈가 100에 140이거든요. 
140이니까 160k가 여기 20cm 남기고 나머지 다 덮치는 거라고 보시면 돼요. 
요거는 사실 아기 이불이라고 사가지고 엄마들이 그렇게 거실에서 소파위에서 그렇게 덮어요."
49,16:53,"그렇게 덮어요. 네 그래서 요거를 이렇게 라지로 네 큰 저도 품어줍니다. 
코카우니도 품어주고 미디움은 이렇게 덮는다고 하면 요렇게 정도이기 때문에 휴대용으로 딱 좋아요. 
그래서 왜냐면 요게 사이즈가 작기 때문에 저희 딸이 지금 30개월인데 저희 딸은 아직도 이거 가지고 있거든요. 
요거를"
50,17:13,"접으면 그렇게 부피가 안 크고 살짝 어디 그 가방에다 넣기도 괜찮기 때문에 아니면은 카시트나 유모차에다가 놓기가 괜찮기 때문에 요 정도 사이즈면 애기가 요렇게 유모차에 이렇게 좀 잡아주세요. 
네 유모차 이렇게 덮고 있다. 그러면 애기를 딱 그냥 이렇게"
51,17:35,"이렇게 덮어주기 너무 좋은 사이즈예요. 
휴대용 그래서 미디움은 휴대용으로 저희 딸 매일 지금 어린이집 갈 때 유모차 태워서 가는데 유모차 위에 이걸 지금 덮어주고 있어요. 
그러면 제가 한번 활용해 주신 고객님들의 후기를 한번 보여드릴 네 한번 보여주세요. 
왜냐하면 고객님들이 미디움을 휴대용으로 굉장히 잘 쓰고 계시더라고요"
52,17:53,자
53,17:55,여기 보시면 아기 겨울에
54,17:57,"유모차에 담요가 필요해서 구매했어요. 
이렇게 유모차에 덮어주시고 있고요. 안쪽 털 너무 보들보들하다고 이게 지금 m 사이즈예요. 
이렇게 유모차에 가볍게 덮어주시면은 가을 겨울에 환절기 때 너무 좋죠. 
이렇게 한쪽은 모 알리고 뒤쪽은 다운 니퍼여가지고 조금 날씨가 포근하면은 모달 쪽으로 쌀쌀하면은 다운 니퍼 쪽으로 이렇게 덮어주시면 되고요 우리 아빠인 것 같아요. 
아기 띠에 이렇게 딱 매니까 너무 예쁘죠 이렇게도 활용하실 수 있고요. 
이제 라지 사이즈는 정말 이불로 집에서 덮으실 수 있어요. 
부드럽고 따뜻해서 마음에 들어요."
55,18:32,"아기들이 얼굴을 막 파 먹는대요 너무 맞아요. 
진짜 부드러워요. 그리고 가장 걱정이었던 털이 안 빠지네요. 
이거 고객님들 실 구매 후기예요. 그다음에 비비엔다 이즈원들 어른 이불은 왜 없는 거죠. 
어른 것도 있어요. 여러분"
56,18:49,자
57,18:49,"그다음에 건조기 돌리면 털 뭉침이나 빠진 부드러움이 사라질 줄 알았는데 건조기 사용했지만 여전히 부드럽고 좋아요. 
여러분 털 잘 안 빠집니다. 네 믿고 구매하세요. 
그다음에 아이가 10번도 넘게 찡얼거리며 뒤척이는데 모델 다운 니퍼 이렇게 해주니까 뒤척이지 않고 간만에 저도 잘 잤어요. 
어젯밤만 같았으면 좋겠어요. 너무 가볍고 부드러워요."
58,19:14,이렇게 후기가 있습니다.
59,19:17,"네 그래서 고객님들 후기 보시면 고객님들이 어떤 느낌으로 사용하고 계시는지 좀 봐주실 수 있으실 것 같고 우리가 마이크를 다시 켰는데 한번 봐주세요. 
지직거리나요. 아직은 괜찮아요."
60,19:32,네
61,19:33,"마이크를 다시 한번 켜보도록 하겠습니다. 
커피랑 브라운이 베어까지 저희가 보여드렸습니다. 
디자인을 조금 더 보여드릴까 봐요 올해 신상이 굉장히 예쁘게 나왔거든요. 
퍼에 먼지 뭉치진 않나요. 양털은 먼지가 많이 뭉치던데 정나 님이 말씀하시는 털이 뭉치면서 먼지가 생기는 그런 느낌은"
62,20:02,그런 느낌은
63,20:03,"화터리를 해가지고 오구리 느낌이에요. 
호구리 그런 느낌"
64,20:07,"이게 괜찮아요. 이제 저희 브랜드는 링크 털이 아니면 밍크 털 같지 빼야 될 엄마 단품해 주세요. 
마이크 또 그래요 안 되겠네요. 네 오늘은 포기하도록 하겠습니다. 
그래서 아까 정나 님이 말씀하신 거는 뽀그리 원단이라 그래서 왜 우리"
65,20:29,"아웃도 브랜드 가면 뽀글리 자켓 같은 거 사면 그런 거는 원 털 자체가 굉장히 뽀글뽀글하게 보아털이라고 하는데 그거는 뭉쳐요 그리고 먼지도 껴요. 
근데 요거는 밍크 느낌으로 해가지고 제가 이렇게 이런 느낌이에요. 
이거는 털이 뭉치는 그런 느낌이 아니에요. 
보이시죠"
66,20:51,"이런 느낌이어 가지고 잘 보이나요. 예 털이 뽀구리 이런 것처럼 너무 부드러워 털이 그렇게 뭉치는 그런 느낌이 아니고 굉장히 잘 보이는지 한번 봐주세요. 
이런 느낌이기 때문에 네 요런 느낌이기 때문에"
67,21:11,"전혀 뭉치거나 그렇지 않고 건조기 사용은 오히려 털은 건조기 사용하셔도 괜찮아요. 
근데 이제 모달이 아무래도 건조기를 쓰시면 조금 수축이 되기 때문에 모양 변형에 대해서 그 부분만 조금 조심을 해 주시면 될 것 같아요. 
네. 보들보들 오늘 특가는 몇 시까지예요. 
인민 오늘"
68,21:33,네
69,21:33,"우리 3데이즈 특가로 해가지고 오늘부터 주말까지인데 다만 선착순 사은품 400분만 이제 특가 아마도 곧 끝날 것 같아요. 
곧 끝날 것 같아서 선착순 사은품 괜찮으시면 주말까지만 구매 결정해 주시면 될 것 같아요. 
네 2년째 써도 부드러워요. 엔진 모임 님 감사합니다. 
디자인 이제 하나씩 내가 디자인 보여드리다가 자꾸 삼천포로 빠지는데 지금"
70,21:59,"후기에 저희가 올해 신상에 이 블루밍이 나왔거든요. 
근데 사실은 저희가 오픈 특타 할 때는 브라우니 베어랑 리틀 퍼피가 단연 1등이었어요. 
근데 고객님들이 요 블루밍 구매하신 고객님들이 후기 사진을 올려주니까 그 후기 보고 갑자기 블루밍 포탈"
71,22:19,"왜냐면 이게 진짜 후기 보면은 이게 그리고 어디서 흔하게 볼 수 있었던 그런 디자인이 아니고 정말 비비엔다 디자이너 누군지 상조해야 되겠다 고객님들이 해주실 정도로 요렇게 정말 좀 예쁘고 독특한 디자인이어 가지고 중간중간에 이제 비비엔다라고 살짝씩 이렇게 적혀 있어요. 
예 살짝씩 적혀 있어요. 그래서 패턴이 굉장히 심플하지만 예뻐 독특해 유니크해 이거는 어디서 막 흔하게 보던 그런 디자인이 아니어가지고 굉장히 인기가 많아요. 
그래서 블루밍까지 보여드렸고"
72,22:54,"그다음에 우리 하나씩 보여드릴까 봐 네 좋아요. 
우리 치타는 또 우리가 한동안 또 제가 치타를 엄청 잡으러 다녔지 않겠습니까 이 치타가 너무 품절이 빨라서 이제 치타는 지금 브라우니 베어에 밀려 살짝 덜하지만 그래도 인기가 많다. 
그래서 치타는 요런 느낌 그래서 치타 아직도 요런 노란색 좋아하시는 분들이 노란색 좋아하시는 분들이 많더라고요. 
노란색 좋아하시는 분들이 아직도 치타는 인기가 많다."
73,23:23,"근데 나는 개인적으로 우리 애가 딸이라 그런지 이 롤로 레빗이 매번 너무 예뻐 보이더라고요 이 실물 색깔이 너무 예뻐요 이게 이제 저희가 오랫동안 접어놔가지고 지금 구김이 좀 갔는데 요 열심히 다녔는데 집에 그래가지고 이 지금 이게 라일라 컬러거든요. 
이게 침대에다 깔아놓으면 방 분위기가 확 살이고 너무 예쁘더라고요 화면이 조금 더 쨍하게 나오는데 되게 파스텔 톤의 약간 라일라 분이"
74,23:50,"라일라 그래서 가까이에서 한번 좀 보여드릴게요 가까이서 줌 해가지고 한번 보여주세요. 
라일라 약간 라일라 보라도 아닌 것이 핑크도 아닌 것이 그런 예쁜 색깔이라고 봐주시면 될 것 같아요. 
권상님 구매 인증 감사합니다. 그래서 이렇게 오늘 좀 봐주시면 될 것 같고 그다음에 스카이덕 요거는 또 저희가 낮잠을 인견 때부터"
75,24:17,"이런 패턴을 정말 좋아해 주시는 분들이 꽤 많은데 요 하늘색 컬러 요런 시원해 보이고 근데 또 추워 보이진 않아요. 
은은한 하늘색이어 가지고 그래서 중간중간 오리랑 요런 딸기 체리 같은 것들이 총총총 바뀌어가지고 굉장히 요것도 인기가 괜찮아요. 
인기가 괜찮아요. 이렇게 다 예쁘면 뭘 사죠 정말 그래서 실을 보여드렸으니까 우리에게 침대 느낌이나 벽지 색깔이나 이런 거 생각하셔가지고 좀 봐주시면 좋을 것 같아요. 
다운 니퍼 블랙핏은"
76,24:52,"그냥 말해 뭐예요. 그냥 국민 애착 이불이에요. 
저희 딸은 이걸 따따 이불이라고 불러요 엄마 따따 이불 오늘 아침에도 어린이집 가려고 하는데 유모차에 딱 태웠는데 엄마 따따 이불 안 덮어줘 이러더라고 왜냐면 날이 추우면 이제 유모차 타고 밖에 등원하러 나가면 저는 유모차 타고 어린이집을 한 5분 정도 걸어가야 되는 거리여가지고 이걸 꼭 덮고 가야 된다는 걸 알더라고요 네"
77,25:16,"그래서 이렇게 다운 니퍼 블랙 핏 보여드렸고 그러면 이제 나는 겨울용 이불로 좀 따뜻한 이불을 했는데 그래도 차랍 이불 할까 나는 다운 니퍼 블랭킷 너무 부드러워 보이긴 하는데 그래도 솜이불이 낫지 않나 하시는 분들 위해서 이제 찰름 이불을 좀 보여드릴게요 네 차량 이불도 차량 이불을 여기 여기 있어요. 
네 브라우니 베어로 먼저 한번 보여드리면"
78,25:45,"이제 아무래도 네이버가 선정한 국민 이불이고 국민 블랭킷이지만 그래도 나는 애기가 쓰는 거 털 제품보다는 기왕이면 찰 엄니 불이 좋아라고 하시는 분들이 계세요. 
그러면 찰 없니 불로 가시면 돼요"
79,26:05,"사실은 제 추천은 집에 이불이 하나도 없어 그러면 둘 다 있으면 좋죠 네 왜냐면 찰 언니 불은 말 그대로 솜이불이기 때문에 기본이에요. 
근데 애들이 워낙 이불을 잘 안 덮기 때문에 우리 애는 이불 안 덮어 블랭키시면 돼 하면 다운 니퍼만 하시면 되고"
80,26:22,"나는 그래도 제대로 된 침대에 이불을 세트로 해가지고 차음 이불로 딱 깔아줄래 하시면 차른 이불 좋아요. 
예 좋아요. 근데 활용도 생각하면 다우니 블리퍼 블랭킷이 더 좋아요. 
저는 저희 집에 샤람 이블도 있고 다운 니퍼 블랭킷도 있는데 애기가 저녁에 자기가 선택하더라고 엄마 오늘은 나 따따이블 나 오늘은 따따이블 이러면서 아기들이"
81,26:49,"요렇게 봐주시면 될 것 같아요. 찰람 리볼이랑 블랭킷 두께 좀 비교해 주세요. 
찰람 리볼은 사람 이불 요 요 폭딱폭딱한 느낌을 좀 보여주세요. 
저희 영상으로 좀 구매에 도움이 되시라고 사람 이불은 좀 보여드리는데 이불에 착 깔아놨을 때"
82,27:11,"요런 느낌 요런 느낌입니다. 그래서 차람 이불은 저희가 또 마이크로 와이바를 썼기 때문에 무겁고 좀 이렇게 거추장스러운 이불보다는 착하고 감기는 거기다가 모달 소재로 만들었기 때문에 또 얼마나 촉감이 좋겠어요. 
비비엔다 모달 여러분 제가 말 안 해도 알죠. 
이거 비비엔다 모달이에요. 비비엔다 모달 울 둥이도 첫째는 블랭키 둘째는 차렵 이불 덮어요. 
맞아요. 애들이 선호도가 다르더라고요"
83,27:36,"사실 제가 섣불리 누구는 찰라입으로 하세요. 
누구는 다우니 퍼블랭킷 하세요라고 조금 추천을 드리기가 어려운 게 애들이 본인이 좋아하는 게 다 달라 근데 우리 애는 이런 집에 있는 이불 이런 거 손 이불 이런 건 좀 안 덮으려고 하더라 그러면 제 추천은 다운 니퍼 블랭킷은 어쨌든 털 느낌이고 가볍고 딱 덮으면은 착하고 감기 있기 때문에 좋다."
84,28:00,"근데 그래도 나는 우리 애가 만약에 좀 호흡기나 이런 쪽이 약하다 그러면 털보다는 이런 제대로 된 손이불이 좋다. 
왜냐면 차음 이불은 앞뒤가 다 모아리잖아요. 
예 못 알리잖아요. 비리엔다 알아주는 거 이제 다 아시죠 진짜 부드러워요. 
진짜 부드럽고 저희가 자랑할 게 있다면 모달 70에 순면 30 혼방해가지고 정말 내구성 너무 좋고 막 빨아도 보풀 하나 일어나지 않을 거고 그리고 촉감이 정말 모 다르기 때문에 부들부들할 거예요. 
예"
