,stt_time,stt_word
48,20:54,"이렇게 광고를 안 하는 회사가 이렇게 1등하기는 쉽지 않아요. 
여러분 근데 그 중심에는 여러분들의 호기가 있고 여러분들이 정말 사용하신 분들의 찐 후기가 있습니다. 
그래서 후기가 이미 입증해 준 아이싱이다. 
너무 감사하고 후기로 여러분들이 이미 입증을 해주고 계시고 그리고 저희가 광고비를 쓴다면 오히려 검색 엔진 이런 데다가 광고를 하는 것보다는 여러분들한테 더 좋은 혜택들이고"
49,21:22,"사모품들이고 이벤트 해드리고 그렇게 광고비를 쓰고 있어요. 
그거는 진짜 좀 우리가 믿어줘 저 세상 시원함이라고 해서 더위 잘 타는 제가 사용하려고 구입했어요. 
하루 싹 써보고 부모님 드렸어요. 여기 네이버 실제 후기 재구매 딱지가 붙어 있어 이분은 하나 사보고 또 산 거야"
50,21:42,"왜 부모님 사드려야 되니까 이건 효도 템이에요. 
백화점 이불만 믿고 샀는데 비비엔다가 큰일 했네요. 
이건 온 가족이 써야 됩니다. 이것은 혁명템 부모님 생각 많이 났습니다. 
선풍기 꺼버렸어요. 너무 추워요. 너무 시원해서 선풍기를 꺼버렸다고 이거 진짜 혁명템이다. 
이렇게 말씀을 해주고 계셨고 땀 많은 아이들 때문에 인견이며 쉬어서 커며 밤부며 나리 대나무 돗자리며 안 써본 거 없이 다 사랑 건데 아이싱 대박이네요. 
진짜 강추 애들이 더 잘 자는 것 같고 완전 만족입니다."
51,22:16,"받자마자 세탁후 덜어놨는데 다음 날 만주면 덜 말랐더라고요 알고 보니 시원해서 너무 시원해가지고 왜 우리 왜 물 젖은 거 만지면은 젖은 거 만지면 시원하잖아요. 
그런 것처럼 덜 말랐다고 착각하셨대요 근데 알고 봤더니 다 말라 있었어 너무 시원해서 그랬다고 이렇게 칭찬을 해주셨고 한 달 이상 써보고 있습니다. 
정말 시원해요."
52,22:41,"고정 밴드도 잘 되어 있어서 뒤틀리지도 않고 아기가 이거 자고 나면 뒷머리가 뽀송 엄마 아빠라면 무조건 구매 라인 아웃 이런 후기가 정말 많아요. 
한 달 이상 써보고 이거는 사기도 못 쳐 왜 네이버가 이 사람이 사고 바로 후기를 남긴 게 아니고 한 달 써보고 후기를 남기면 요렇게 앞에 딱 붙어요. 
이런 건 진짜 믿을 수 있는 후기라는 거 이렇게 재구매 이 사람은 1개 사는 사람이 아닌 거죠. 
너무 좋아서 추가로 퀸 사이즈 3개 샀다고"
53,23:10,"가족들 거 전부 3 이 아이싱 매트는 파사 제품을 이용하고 써봐야 감동이 2배 되니까 다른 거 써보고 써봐야 감동이 2배가 된다. 
진짜 좋은 걸 안다 이거 심지어 비닐로 포장되어 있는데 손만 댔는데도 냉감이 느껴져 진짜 신기해요. 
정말 얼음입니다. 그 정도로 시원해요. 
조카가 아토피가 있어서 친구에 예민한데 아토피 있는 애한테도 추천할 정도로 정말 추천합니다 만족합니다. 
감사해요."
54,23:39,"주말에 아기랑 같이 남편이 누워 보더니 와일이 잡노 부산분이신가 보다 한겨울에도 반팔 입고 다니는 남자가 인정한 찐 냉감 패드라며 이거는 만져봐야 살 수 있어요. 
비비엔다 코맨드 정말 시원해서 자다가 긁을 염려 안 하게 돼요. 
신랑도 너무 좋아해서 큰 사이즈 살려고요 이 아이는 아토피가 있어가지고 덥거나 좀이라도 까슬거리면 애가 막 긁어야는데 긁을 염려 안 하게 돼서 너무 좋다고 하시네요. 
감사합니다. 여러분 진짜 아이싱은"
55,24:12,"이런 후기만으로 후기만으로 여기까지 왔습니다. 
여러분들의 후기만으로 정말 감사하고요 아이싱이 좋은 이유 한번 이제 후기가 다 말해주고 있지만 우리가 정리를 한번 하고 갈까 봐요 아이싱 좋은 이유 한번 좀 띄워주세요. 
아이싱 좋은 이유 첫 번째 아이싱이 왜 좋아요. 
여러분 아이싱 오늘 왜 이미 쓰고 계신 분들 왜 또 사러 오셨어요."
56,24:37,강력한 시원함 쿨매트의 기본은 시원함이죠 예 그냥 너무 시원해 그냥 닫자마자 시원해 이거 뭔데 이렇게 시원해 그게 첫 번째고요 두 번째 아무리 시원해도 세탁이 불편하면 아기 건데 좀 쓰기가 그럴 텐데 편리한 세탁 아까 세탁기 가능한가요라고 물어봤는데 물어보셨는데 네 세탁기에 그냥 올 코스로 팍팍 돌리시면 되니까
57,25:01,"튼튼한 내구성 이거 너무 좋죠. 왜냐면 우리가 흔히 하는 여름의 소재들이 내구성이 약한 소재들이 너무 많았고 빨다 보면 해지는 소재가 너무 많았는데 아이싱은 정말 내구성이 너무 좋다. 
부드러운 촉감 요것도 기존에 우리가 알고 있던 여름의 흔한 소재들이 익년 같은 소재들이 이제 좀 시원하고 좋고 그것도 나름의 장점이 있긴 하지만 까끌까끌하다는 약간의 단점이 있었단 말이에요."
58,25:30,"고 단점을 완벽하게 보완한 게 아이싱이라고 봐주시면 될 것 같고 강력한 미끄럼 방지 미끄럼 방지 또 우리가 비비엔다 미끄럼 방지 강력하다고 유명하잖아요. 
그래서 실리콘 미끄럼 방지로 정말 강력하게 미끄럼 방지가 된다. 
그래서 아이싱in이 요즘 사실 요거를 저희가 거의 최초로 진짜 사람들이 다 듀라론 매트 지금은 너무 유행이어 가지고 저희도 놀랄 정도로 너무 유행이어 가지고"
59,26:01,"너무 많이 나와 있어요. 너무 많이 나와 있는데 죄송하지만 저희가 비교해 보면 조금 잘못 만든 것도 많아요. 
그다음에 좀 저렴하게 만들려고 왜냐하면 선두 주자가 있어 이미 1등이 있어 그러면은 여기를 대체하려면 가격 경쟁밖에 할 수가 없기 때문에 보통"
60,26:22,"같은 데 좀 싸게 같은 데 좀 원가를 절감하는 방법을 택하시는데 그러면 사실은 만족도가 굉장히 떨어질 수밖에 없어요. 
그래서 여러분 기왕이면 원조 쓰시고요. 
기왕이면 진짜 쓰시고요. 기왕이면 데이터가 많이 쌓인 노하우가 많이 쌓인 기술력이 그만큼 많이 쌓인 브랜드 거 쓰셔야 돼요"
61,26:44,"그래서 자신 있게 저희가 비비엔 아이싱이에요라고 설명드려요. 
네 지금 사원품이 빨리 끝나간 상황에서 만약에 품절 상품이 있으면 저한테 얘기를 해주시면 저희가 가 추가 수량이 있는지 한번 좀 확인을 하면서 가야 될 것 같아요. 
지금 벌써 방송 시작과 동시에 사업품도 끝나버리고 주문이 오늘 아니 근데 여름이 끝나가서 오늘은 조금 널널하게 해도 될까 했는데 오늘도 끝나지 않는 아이싱의 열기네요."
62,27:14,"여러분 그래서 저희가 같은 상품이라도 아이싱이 정말 저희가 자신 있는 기술력으로 자신 있는 테스트 기간을 거쳐서 그다음에 원사 속이지 않고요 저렴하게 만들려고 뭐 이렇게 조금 섞고 막 이런 거 안 했어요. 
꼼수 안 부렸습니다. 그래서 정말 그래서 후기에도 보면"
